run_id,workload,policy,gate_enabled,lambda_source,cache_size_entries,cluster_count_k,ttl_confidence,seed,split,n_queries,n_hits,n_misses,n_stale_hits_served,n_stale_hits_prevented,n_false_hits,n_useful_hits,hit_rate,stale_hit_rate,false_hit_rate,useful_hit_rate,cost_saved_usd,cost_spent_usd,latency_mean_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,throughput_qps,overhead_mean_ms,peak_rss_mb,cpu_pct,cluster_ari,git_sha,timestamp
brackets-w1-global-seed0,w1,FRECOS,True,global,412,10,0.9,0,eval,1890,702,1188,109,985,620,61,0.37142857142857144,0.15527065527065528,0.8831908831908832,0.0868945868945869,0.19613355193029625,4.015492141708974,93.0989918579559,77.59293454502914,287.5686521827352,468.9456471129088,10.741254873368895,0.895779939009882,288.09375,63.1,0.5229378675187831,eeb95b1,2026-08-08T12:23:17.988981+00:00
brackets-w1-global-seed1,w1,FRECOS,True,global,412,10,0.9,1,eval,1890,678,1212,61,1002,609,53,0.35873015873015873,0.08997050147492626,0.8982300884955752,0.07817109144542773,0.12255993871204544,2.8612494353880376,83.47926311576477,75.20950252768047,245.3782225095517,375.90380617888684,11.979022845628753,0.7441080638383658,271.328125,69.7,0.41935936310109573,eeb95b1,2026-08-08T12:29:42.255431+00:00
brackets-w1-global-seed2,w1,FRECOS,True,global,412,10,0.9,2,eval,1890,626,1264,57,1078,570,45,0.33121693121693124,0.09105431309904154,0.9105431309904153,0.07188498402555911,0.14705369179284855,4.031122884624101,98.21804691357144,87.84013343436692,276.5138895668445,407.46928197297586,10.181428275395927,0.8349006685887823,270.421875,67.8,0.45350574293588486,eeb95b1,2026-08-08T12:34:25.013626+00:00
brackets-w1-global-seed3,w1,FRECOS,True,global,412,10,0.9,3,eval,1890,589,1301,63,1101,518,61,0.31164021164021166,0.10696095076400679,0.8794567062818336,0.1035653650254669,0.18803201139098222,4.463765499522696,98.3633273429169,83.35319749687443,288.86977634234245,480.5757528790113,10.16639053408363,0.9845675027771562,264.4375,60.5,0.4088871256432895,eeb95b1,2026-08-08T12:39:35.198837+00:00
brackets-w1-global-seed4,w1,FRECOS,True,global,412,10,0.9,4,eval,1890,732,1158,62,980,678,49,0.3873015873015873,0.08469945355191257,0.9262295081967213,0.06693989071038252,0.2881403789656439,6.188746773364908,90.8498837418408,76.47738613387521,278.6344076779462,422.6638042153913,11.007168736083383,1.2575703724496874,263.609375,60.7,0.3946334934250692,eeb95b1,2026-08-08T12:45:01.444153+00:00
brackets-w1-learned-seed0,w1,FRECOS,True,learned,412,10,0.9,0,eval,1890,675,1215,59,1012,613,59,0.35714285714285715,0.0874074074074074,0.9081481481481481,0.0874074074074074,0.20521078171962787,4.040757315708909,96.01882776980325,81.69588459696314,293.19762806195564,469.36182385461876,10.414624123483497,1.2915854261745823,180.34375,58.0,0.5229378675187831,eeb95b1,2026-08-08T12:45:05.606423+00:00
brackets-w1-learned-seed1,w1,FRECOS,True,learned,412,10,0.9,1,eval,1890,635,1255,43,1045,581,49,0.335978835978836,0.06771653543307087,0.9149606299212598,0.07716535433070866,0.11059956028138054,2.809133208583249,86.89816414193676,80.77505609113388,248.89296664899638,384.16219791705055,11.507722975213044,0.8409276949432704,182.171875,74.0,0.41935936310109573,eeb95b1,2026-08-08T12:45:08.957633+00:00
brackets-w1-learned-seed2,w1,FRECOS,True,learned,412,10,0.9,2,eval,1890,574,1316,29,1130,523,46,0.3037037037037037,0.050522648083623695,0.9111498257839721,0.08013937282229965,0.15274329725151436,4.31671010414203,102.36817042528318,92.2542123512604,280.29504687899396,415.6187631666862,9.768661448627562,0.76255194204379,184.53125,72.0,0.45350574293588486,eeb95b1,2026-08-08T12:45:11.746870+00:00
brackets-w1-learned-seed3,w1,FRECOS,True,learned,412,10,0.9,3,eval,1890,552,1338,48,1138,489,60,0.2920634920634921,0.08695652173913043,0.8858695652173914,0.10869565217391304,0.19087148785599023,4.532308724438558,100.62272368220339,85.32574962880402,294.1115524317133,479.69082913237645,9.938113016680989,0.5702916735095814,186.09375,81.6,0.4088871256432895,eeb95b1,2026-08-08T12:45:13.905747+00:00
brackets-w1-learned-seed4,w1,FRECOS,True,learned,412,10,0.9,4,eval,1890,725,1165,47,987,673,50,0.3835978835978836,0.06482758620689655,0.9282758620689655,0.06896551724137931,0.2975178051745132,6.288784662835326,90.99517278718018,77.44915165610405,277.61890852485374,419.767104519157,10.98959394625035,0.7618719065917912,185.8125,72.7,0.3946334934250692,eeb95b1,2026-08-08T12:45:16.584231+00:00
